X,Y,objectid,globalid,business_name,address_help_your_customer_find,phone_number_to_place_an_order,business_website,are_you_open_for,provide_details_for_you_busines,CreationDate,EditDate
-121.9856953,47.74476974,2569,26a0ede8-a889-40e0-86aa-e4b21b0b2f81,Duvall Farmer's Market- Scheduled opening May 7th at Taylor Landing,"16201 Main Street NE, Duvall WA 98019",,http://duvallfarmersmarket.org/,takeout,"Duvall Farmer's Market scheduled to open May 7th at new location at Taylor Landing- just north of the Woodinville Duvall Bridge
Hours: 3:00 PM-7:00 PM",2020/04/22 16:35:35.800+00,2020/04/22 16:35:35.800+00
-122.3249351,47.40510616,2570,36b8f19f-ec4d-4c9c-8572-a13f61616990,Mini... The Dough-Nut,"21925 Marine View Dr S, Des Moines, WA 98198",(855) 664-3688,https://www.minithedough-nut.com/,takeout,,2020/04/22 16:36:46.636+00,2020/04/22 16:36:46.636+00
-122.2986915,47.412702,2571,ccda6a4b-0f21-42eb-8210-3063f71a5214,Green Bean Espresso,"21031 International Blvd, SeaTac, WA 98198",(206) 742-2117,,takeout,"Drive Through 
",2020/04/22 16:38:25.818+00,2020/04/22 16:38:25.818+00
-122.2965704,47.41885612,2572,38004eab-b5fa-46e8-87f5-06d47e3d5658,IHOP Restaurant,"20402 International Blvd SeaTac, WA 98198",(206) 592-5928,,takeout,"7am - 5pm
Call and order carryout ",2020/04/22 16:39:35.798+00,2020/04/22 16:39:35.798+00
-122.2995238,47.40875851,2573,420ebdb3-91f3-4082-861a-556bfc971216,Subway - Des Moines,"21425 Pacific Hwy S, Des Moines, WA 98198",(206) 824-4575,https://restaurants.subway.com/united-states/wa/des-moines/21425-pacific-hwy-south?utm_source=yxt-bing&utm_medium=local&utm_term=acq&utm_content=3524&utm_campaign=evergreen-2020,takeout,,2020/04/22 16:40:08.034+00,2020/04/23 15:05:03.064+00
-122.2957999,47.42343219,2574,bdecae96-6cc1-4434-8bd1-2355f0443bce,Las Palmas Restaurant,"19840 International Blvd SeaTac, WA 98188",(206) 878-8469,,takeout,11am - 6pm,2020/04/22 16:40:53.762+00,2020/04/22 16:40:53.762+00
-122.2958189,47.4325155,2575,25e1ebcb-efc5-4b95-82eb-13111fad5165,Masae's Teriyaki,"19021 International Blvd SeaTac, WA 98188",(206) 241-6231,,takeout,"Weekdays 11am-9pm
Saturdays  12pm-8pm
Sundays     Closed",2020/04/22 16:42:34.922+00,2020/04/28 09:31:42.129+00
-122.295735,47.422332,2576,d205ac34-cba1-494b-8811-9a43d5307e4d,Pizza Time,"20010 International Blvd SeaTac, WA 98198",(206) 824-4122,,takeout,"10am - 9pm carryout
delivery 10am -11pm
",2020/04/22 16:43:46.628+00,2020/04/22 16:43:46.628+00
-122.2879073,47.41705493,2577,f59d1da7-f619-4106-8b16-305108e455ab,Subway - Seatac,"20619 Military Rd S, SeaTac, WA 98198", (206) 595-1555,https://www.subway.com/en-us,takeout,"m-f: 7am-7pm
Sa 8am-8pm, sun 9am-3pm",2020/04/22 16:45:42.609+00,2020/04/24 19:23:08.793+00
-122.295215,47.43424648,2578,98b79760-e6ab-43c5-845a-f9b4ebb02b52,Taco Bell - SeaTac,"18812 Pacific Hwy S SeaTac, WA 98188",(206) 243-8171,,takeout,9am - 2am daily,2020/04/22 16:47:10.453+00,2020/04/24 19:29:37.712+00
-122.2961087,47.42156018,2579,3924ec2a-0fea-475c-8d7c-39b7dc05887d,Taqueria Jacarandas Mexican Food,"20034 International Blvd SeaTac, WA 98198",(206) 824-1263,https://www.tjmexicanfood.com,"takeout,curbside,third_party_delivery_service","Monday - Saturday: 11:00 am - 9:00 pm
Sunday: 1:00 pm - 9:00 pm",2020/04/22 16:48:39.324+00,2020/05/12 00:28:52.240+00
-122.3183928,47.43034535,2580,a1f72f65-d300-4388-8989-cd563456467d,The BBQ Schacht,"19231 Des Moines Memorial Dr SeaTac, WA 98148",(206) 903-6453,,takeout,T-F 11am-5pm,2020/04/22 16:49:52.229+00,2020/04/22 16:49:52.229+00
-122.2978405,47.4161152,2581,80f6e183-156d-4495-8e2b-a3f7c94ced64,The Boulevard Cafe,"20717 International Blvd SeaTac, WA 98198",(206) 878-8118 ,,takeout,"Inside Best Western Hotel
430am - 930am
come into café for Breakfast grab & go - available: 1 prepackaged meal (granola, Danish, fruit, juice)",2020/04/22 16:52:42.786+00,2020/04/22 16:52:42.786+00
-122.3245891,47.40568889,2582,d7f2e05d-10ab-47e4-8afd-4c9ba687da79,Marine View Espresso,"21904 Marine View Dr S, Des Moines, WA 98198",(206) 249-8543,https://www.marineviewespresso.net/,takeout,,2020/04/22 16:57:05.373+00,2020/04/22 16:57:05.373+00
-122.3370291,47.79289695,2583,ad557256-b50c-4dda-86a9-55efae73c9c8,Gilson Korean Restaurant ,22716 hwy 99 Edmonds wa 98026,(425)673-5334,,takeout,"Covid19 hours
5pm to 11pm Monday to Saturday
Sunday closed
popular togo 
Korean style chicken wings in town
Bossam(Steamed pork with fresh kimchi)
",2020/04/22 16:57:13.275+00,2020/05/11 16:42:04.550+00
-122.3348914,47.41621854,2584,d60f87c8-74ae-4552-8351-4123d961a73d,North Hill Espresso,"20738 1st Ave S, Des Moines, WA 98198",(206) 458-9500,https://www.facebook.com/Northhillespresso/,takeout,,2020/04/22 16:59:14.926+00,2020/04/24 20:15:20.953+00
-122.2967719,47.38685877,2585,f0d24d54-3ca8-45f0-82ba-1addd8bb968d,Bizzy Bean Espresso,"23845 Pacific Hwy S, Des Moines, WA 98198",(206) 255-3979,https://bizzy-bean-espresso.business.site/,takeout,,2020/04/22 17:19:29.756+00,2020/04/22 17:19:29.756+00
-122.3251014,47.40619536,2587,c54d33cc-d884-4bde-8654-b8b7a5135c77,Rip Tide Roast,"21853 Marine View Dr S, Des Moines, WA 98198",(206) 824-2240,https://www.facebook.com/riptideroast/,takeout,,2020/04/22 17:29:09.362+00,2020/04/22 17:29:09.362+00
-122.203773,47.503224,2588,f21624ff-310a-4193-8e83-035bd67f0113,Peyrassol Café at Southport,"1083 Lake Washington Blvd. N., Ste. 30  Renton WA  98056",(425) 282-5472,http://www.peyrassolcafe.com/,"takeout,curbside",Tue -  Sat 3p - 7p,2020/04/22 17:34:21.287+00,2020/04/22 17:34:21.287+00
-122.330593,47.6612325,2589,2e2ec6be-d879-4a6b-8d1b-8ed6cebdc917,Cubes Baking Co. & Tres Lecheria,"2315 N 45th St, Seattle, WA 98103",(206) 257-4299,http://www.cubesbaking.com/,third_party_delivery_service,"You may order using the Postmates or Uber Eats delivery apps, temporarily available from 12p - 9p, every day.",2020/04/22 17:39:57.522+00,2020/04/22 17:39:57.522+00
-122.2351103,47.3854072,2590,d7411a06-a8ea-4cba-8f71-ec41e9c04e3c,Gyro station,"512 Ramsay Way #106, Kent, WA 98032",(253) 277-7570,https://www.kentgyrostation.com/,"takeout,third_party_delivery_service","We are open 7 days a week Monday thru Saturday from 10am-9pm and Sundays from
  11 am - 8 pm. We make quality  fresh Mediterranean food. Give us a try",2020/04/22 17:46:03.147+00,2020/04/22 20:23:49.155+00
-122.3246454,47.39946739,2591,8b4c084f-65ac-490c-8b31-b72bf0dc81dc,Wally's Chowder House,"22531 Marine View Dr S, Des Moines, WA 98198",(206) 878-8140,https://www.wallysrestaurants.com/wallyschowderhouse,takeout,,2020/04/22 17:48:03.945+00,2020/04/22 17:48:03.945+00
-122.3242143,47.34906227,2592,dd47e570-3e2e-46e1-8746-03c828ef9023,Salty's at Redondo Beach,"28201 Redondo Beach Dr S, Des Moines, WA 98189",(206) 946-0636,https://www.saltys.com/south-seattle/,takeout,,2020/04/22 17:50:49.752+00,2020/04/22 17:50:49.752+00
-122.3285024,47.39735043,2593,781e29a1-1b9b-4127-8d9a-aa3cec6b6314,Anthony's Homeport,"421 S 227th St, Des Moines, WA 98198",(206) 824-1947,https://www.anthonys.com/restaurants/detail/anthonys-homeport-des-moines,takeout,,2020/04/22 17:52:33.136+00,2020/04/22 17:52:33.136+00
-122.3249404,47.40027712,2594,835457ca-7640-4bb9-8cad-a85313247773,B&E Meats and Seafood,22501 Marine View Dr S,(206) 878-3700,https://www.bandemeats.com/,takeout,,2020/04/22 17:55:18.315+00,2020/04/22 17:55:18.315+00
-122.3045503,47.3682381,2595,cca7e414-e52b-4c7e-8d84-df6afe0eb9ed,Viva Mexico,"26015 Pacific Ave S, Des Moines, WA 98198",(206) 839-1903,https://www.bing.com/maps?&ty=18&q=Viva%20Mexico%20Des%20Moines%20WA&ss=ypid.YN926x15851500&ppois=47.36823272705078_-122.30463409423828_Viva%20Mexico_YN926x15851500~&cp=47.368233~-122.304634&v=2&sV=1,takeout,,2020/04/22 18:06:43.630+00,2020/04/22 18:06:43.630+00
-122.295254,47.39747217,2596,649d0ab2-2f57-4d8e-8115-ef95627f8198,California Burrito,"22660 Pacific Hwy S, Des Moines, WA 98198",(206) 592-9561,https://www.facebook.com/californiaburritobtech195/,takeout,,2020/04/22 18:10:16.415+00,2020/04/22 18:10:16.415+00
-122.2978984,47.40753867,2597,995c142e-6c67-4c4b-82cf-e8ef177d21f3,Cemitas Tepeaca 2,"21624 Pacific Hwy S, Des Moines, WA 98198",(206) 878-8202,https://www.bing.com/maps?&ty=18&q=Cemitas%20Tepeaca%202%20Des%20Moines%20WA&ss=ypid.YN873x134793378&ppois=47.40752029418945_-122.2978286743164_Cemitas%20Tepeaca%202_YN873x134793378~&cp=47.40752~-122.297829&v=2&sV=1,takeout,,2020/04/22 18:15:01.959+00,2020/04/22 18:15:01.959+00
-122.3089193,47.35951525,2598,ba286955-cb1d-464b-861f-c28e54313352,Taco Bell - Des Moines,"27001 Pacific Hwy S, Des Moines, WA 98198",(206) 946-2949,https://locations.tacobell.com/wa/kent/27001-pacific-hwy-s.html?utm_source=yext&utm_campaign=googlelistings&utm_medium=referral&utm_term=031320&utm_content=website,takeout,,2020/04/22 18:17:55.133+00,2020/04/24 19:29:48.955+00
-122.2945349,47.39404228,2599,86ab757d-b7b9-4924-8f19-dffce81c8921,Menuderia Maria,"23060 Pacific Hwy S, Des Moines, Wa 98198",(206) 429-3831,https://www.facebook.com/menuderiamaria/,takeout,,2020/04/22 18:20:27.824+00,2020/04/22 18:20:27.824+00
-122.3241733,47.40081451,2600,af553716-84ef-4a68-83d4-75905ca6ec77,Athens Pizza & Pasta,"22340 Marine View Dr S, Des Moines, WA 98198",(206) 824-4454,http://www.athenspizzapasta.com/,takeout,,2020/04/22 18:23:24.641+00,2020/04/22 18:23:24.641+00
-122.324159,47.39823887,2601,17d0935d-915a-4db0-85c3-bbe61014e9e9,via Marina,"22636 Marine View Dr S, Des Moines, WA 98198",(206) 592-2659,http://vincesrestaurants.com/via-marina,takeout,,2020/04/22 18:27:55.756+00,2020/04/22 18:27:55.756+00
-122.3252627,47.40597099,2602,2e555968-cc16-4114-8db7-bdbf40819362,Spyros Gyros & Etc.,"21851 Marine View Dr S, Des Moines, WA 98198",(206) 870-1699,https://www.facebook.com/SpyrosGyrosEtc/,takeout,,2020/04/22 18:29:50.610+00,2020/04/22 18:29:50.610+00
-122.2939035,47.81133,2603,b33f9846-006d-4cae-83dc-c62138da3d36,Cascades Restaurant,"20610 44th Ave W, Lynnwood, WA",425-775-2500,https://www.hilton.com/en/hotels/sealwes-embassy-suites-seattle-north-lynnwood/dining/,takeout,Enjoy delicious take-out from our limited menu.  Open Monday-Saturday 5-8pm.  Ask about your daily special!,2020/04/22 18:31:28.330+00,2020/04/22 18:31:28.330+00
-122.3100435,47.35915061,2604,cddf8876-5b3c-423a-8353-61eb49cad2e3,Papa Murphy's Take 'N' Bake Pizza,"27031 Pacific Hwy S, Des Moines, WA 98198",(206) 946-2706,https://www.bing.com/maps?q=papa+murphys+des+moines&form=EDGEAR&qs=PF&cvid=11b7bb2085f14d65bae74d741102c02b&cc=US&setlang=en-US&plvar=0,takeout,,2020/04/22 18:32:52.942+00,2020/04/22 18:32:52.942+00
-122.1667634,47.36023699,2605,e9cf2b12-e2da-402b-884e-9ec62431755d,Bobalust Tea House,12950 SE Kent-Kangley Rd. Kent WA 98030,(206) 218-2891,https://www.bobalustteahouse.com/,takeout,"Open Sunday - Thursday: 1- 9pm • Friday & Saturday 1 - 10pm 
",2020/04/22 18:35:59.088+00,2020/04/22 21:09:14.595+00
-122.2943066,47.3939089,2606,13ca05e8-ef2d-4056-83ef-b9fe496dd74b,Midway Donuts and Greek,"23100 Pacific Hwy S, Des Moines, WA 98198",(206) 824-8417,https://www.restaurantji.com/wa/des-moines/midway-donuts-and-gyros-/,takeout,,2020/04/22 18:36:01.426+00,2020/04/22 18:36:01.426+00
-122.3242484,47.40171862,2607,6fe22310-6e89-474c-86c4-03ef8f0e722e,Des Moines Dog House,"22302 Marine View Dr S, Des Moines, WA 98198",(206) 824-1794,https://locu.com/places/des-moines-dog-house-des-moines-us/,takeout,,2020/04/22 18:37:42.734+00,2020/04/22 18:37:42.734+00
-122.3251362,47.40530222,2608,7c80dc95-f9ed-48fa-8fc8-005505598aa6,Jack's Country Restaurant,"21919 Marine View Dr S, Des Moines, WA 98198",(206) 824-2833,https://www.bing.com/maps?&ty=18&q=Jack%27s%20Country%20Restaurant%20Des%20Moines%20WA&ss=ypid.YN926x15851476&ppois=47.40538024902344_-122.32514953613281_Jack%27s%20Country%20Restaurant_YN926x15851476~&cp=47.40538~-122.32515&v=2&sV=1,takeout,,2020/04/22 18:41:44.250+00,2020/04/22 18:41:44.250+00
-122.3247312,47.39765182,2609,af3f3523-e5f0-4a86-8d43-16cf5e34f12d,Red Robin Gourmet Burgers - Des Moines,"22705 Marine View Dr S, Des Moines, WA 98198",(206) 824-1947,https://order.redrobin.com/menu/red-robin-des-moines,takeout,,2020/04/22 18:44:03.021+00,2020/04/22 18:44:03.021+00
-122.3243986,47.40629339,2610,52aa2ec4-93ae-4c21-8ef2-57fff11a7ab8,Tuscany at Des Moines Creek,"21830 Marine View Dr S, Des Moines, Wa 98198",(206) 824-1947,https://www.cybercoupons.com/wa/tuscany-at-des-moines-creek-des-moines,takeout,,2020/04/22 18:46:58.237+00,2020/04/22 18:46:58.237+00
-122.1662655,47.36007,2611,44c1c65f-ce4f-4952-8f3a-966b227cb6a6,Jersey Mike's - Kent,12964 SE Kent-Kangley Rd. Kent WA 98030,(253) 277-2034,https://www.jerseymikes.com/18031/kent-wa,"takeout,curbside,delivery,third_party_delivery_service",Open hours: Every Day Sunday - Saturday 11am - 8pm,2020/04/22 18:47:09.153+00,2020/04/30 19:42:27.170+00
-122.1663085,47.35832044,2612,cdb20b2b-1787-4dcf-8499-edfd45de04ed,JP's Taproom & Grill,13038 SE Kent-Kangley Rd. Kent WA 98030,(253) 277-4354,https://www.jpsbars.com/location/jps-taproom-grill/,"takeout,curbside,delivery,third_party_delivery_service",Open Every Day: 11am - 8pm,2020/04/22 18:55:37.658+00,2020/04/24 15:38:10.589+00
-122.3247849,47.39834901,2613,103731be-d21f-431b-89ad-f15792b37c52,Jack in the Box - Des Moines (Downtown),"22633 Marine View Dr S, Des Moines, WA 98198",(206) 870-0995,https://www.bing.com/maps?q=jack+in+the+box+des+moines&form=EDGEAR&qs=PF&cvid=b752ce0903f04b639bb33c5fb8ba5d39&cc=US&setlang=en-US&plvar=0,takeout,,2020/04/22 18:57:30.450+00,2020/04/22 20:13:48.270+00
-122.167683,47.360088,2614,060fd6b9-fd96-48f9-8982-7844de5c13f4,Olive Tree Mediterranean Restaurant,12930 SE Kent-Kangley Rd. Kent WA 98030,(253) 630-4976,http://www.olivetreemenu.com,"takeout,curbside,third_party_delivery_service",Open: Sunday - Wednesday 4 - 8pm  • Thursday - Saturday 12 - 8pm,2020/04/22 19:07:29.258+00,2020/04/22 21:05:29.614+00
-122.220405,47.43863043,2615,9ee02af0-49b1-4de1-80b7-030f9a678d06,Champion Food,18230 E Valley Highway Suite 122,(425) 336-3774,,takeout,,2020/04/22 19:13:24.322+00,2020/04/26 21:24:07.464+00
-122.2208355,47.43865674,2616,cf53ebc0-6959-42e9-85bf-7f07bd4a45e3,Buerjia Chinese Sauerkraut Fish,18230 E Valley Highway Suite 126,(253) 277-2331,,takeout,,2020/04/22 19:15:13.490+00,2020/04/26 21:24:40.402+00
-122.2203352,47.43840184,2617,041407bc-765a-4806-8f7d-e5da1da9c9e9,Mama's Dough,18230 E Valley Highway Suite 156 Kent  WA 98032,(253) 236-2165,http://mamasdoughkent.com,"takeout,curbside,delivery,third_party_delivery_service",,2020/04/22 19:18:35.828+00,2020/04/26 21:26:41.520+00
-122.2348151,47.38486526,2618,d52dbe60-361a-476b-8cbe-99679da7a768,Agave Concina & Cantina - Kent Station ,"504 Ramsay Way Suite 107 Kent, WA 98032 ",253-277-2053,http://agaverest.com/,"takeout,curbside,third_party_delivery_service","CONTEMPORARY MEXICAN CUISINE 
Agave CC serves contemporary hand-crafted Mexican food, also offering Margarita kits &  
alcohol to go. 


",2020/04/22 19:18:50.385+00,2020/04/27 22:41:47.476+00
-122.169024,47.359377,2619,748a854b-cb96-466e-8c63-47866487bba6,Pho' Vy,12910 SE Kent-Kangley Rd. Kent WA 98030,(253) 277-8405,,"takeout,curbside",,2020/04/22 19:19:50.041+00,2020/04/22 19:19:50.041+00
-122.2203191,47.43896424,2620,10f22de1-d344-48fa-8a49-f03368f71ec3,Ma's Noodle ,18230 E Valley Highway Suite 135 Kent WA 98032,(206) 678-2132,,"takeout,delivery",,2020/04/22 19:21:28.457+00,2020/04/26 21:25:37.030+00
-122.16618,47.36007,2621,1acbf1ec-e78c-4cd8-8a4a-76ce18d2faca,Sweet Notes Café,12966 SE Kent-Kangley Rd. Kent WA 98030,(253) 236-4294,https://sweetnotescafe.com/,"takeout,curbside",Open: Monday - Saturday 9am - 6pm  • Saturday 9am - 5pm,2020/04/22 19:23:56.146+00,2020/04/22 19:23:56.146+00
-122.2206517,47.43854698,2623,62f52d13-944f-407a-85f3-ba869e038d7f,Taste ToGo Banh Mi,18230 E Valley Highway Suite 153 Kent WA 98032,(425) 291-9160,https://taste-togo-banhmi.business.site/,"takeout,delivery",,2020/04/22 19:26:42.197+00,2020/04/26 21:25:53.993+00
-122.2206571,47.43841636,2624,c1c92d02-c614-46a1-8239-d0ab84339e20,V Garden,18230 E Valley Highway Suite 165,(425) 251-1988,,"takeout,delivery",,2020/04/22 19:28:28.317+00,2020/04/26 21:26:10.489+00
-122.1690585,47.3591702,2625,29453be6-3374-4769-8561-04fe5de4e017,The Habit Burger Grill - Kent,12900 SE Kent-Kangley Rd. Kent WA 98030,(253) 630-5337,https://www.habitburger.com/locations/kent/,"takeout,third_party_delivery_service",Open Every Day:  10:30am - 9pm,2020/04/22 19:28:36.312+00,2020/04/24 19:19:00.669+00
-122.2206531,47.43870391,2626,70063380-5ccc-4716-8534-dbd32312fb75,Jang Soo Tofu ,18230 E Valley Highway Suite 166,(425) 251-8638,,"takeout,delivery",,2020/04/22 19:31:13.881+00,2020/04/26 21:23:35.492+00
-122.220067,47.43896424,2627,6810fa45-276d-43c9-8d4c-cf84251e4d1e,BAMBU,18230 E Valley Highway Suite 172,(253) 236-8906,http://drinkbambu.com,"takeout,third_party_delivery_service",,2020/04/22 19:32:52.770+00,2020/04/26 21:26:29.758+00
-122.2447035,47.41624162,2628,764aee08-f4f7-487e-8db4-d2b02bbabf5d,Alki Bakery Inc.,"20809 72nd Ave s #170, Kent, WA 98032",253-867-5700 Ext 312,https://www.alkibakery.com/,delivery,"Box Lunches, Platters, Hot Food, Breakfast, Lunch. Visit Our Website for Temporary Catering Menu. Mon-Fri 5:00am-4:00pm. Sat & Sun 6:00am-2:00pm.",2020/04/22 19:42:17.183+00,2020/04/26 21:32:22.890+00
-121.985676,47.741058,2629,a4275e42-461a-445c-8469-4ee82f2b8f1e,Duvall Grill and Taproom (American),"15602 Main St NE, Duvall WA 98019",425-844-1430,https://www.facebook.com/pg/DuvallGrill/posts/?ref=page_internal,takeout,Please visit our Grill Online Ordering site for hours of operation & contact nformation,2020/04/22 20:11:50.419+00,2020/04/22 20:11:50.419+00
-122.3096893,47.35820622,2630,06a3d2c4-f514-4b62-86f9-c94a089b6556,Jack in the Box - Des Moines (172nd),"1810 S 272nd St, Des Moines, WA 98198",(206) 941-5958,https://locations.jackinthebox.com/us/wa/des-moines/1810-s-272nd-st,takeout,,2020/04/22 20:13:07.215+00,2020/04/22 20:13:07.215+00
-122.304249,47.369052,2632,021f50ae-e9ef-42f5-84e5-9ede19bcace9,KFC,"25925 Pacific Hwy S, Des Moines, WA 98198",(253) 941-2868,https://locations.kfc.com/wa/des-moines/25925-pacific-highway-south,takeout,,2020/04/22 20:18:37.711+00,2020/04/22 20:22:37.781+00
-122.2967089,47.38718042,2633,f4354b85-02d0-4946-8aec-2778b986d9e3,Church's Chicken - Des Moines,"23839 Pacific Hwy S, Des Moines, WA 98198",(206) 824-4212,https://locations.churchs.com/wa/des-moines/23839-pacific-hwy-south,takeout,,2020/04/22 20:20:11.952+00,2020/04/30 14:47:27.678+00
-122.2953981,47.39791018,2634,cf47bec6-2ea0-4caf-81e9-f4e05c4defc6,McDonald's - Des Moines,"22644 Pacific Hwy S, Des Moines, WA 98198",(206) 824-7414,https://www.mcdonalds.com/us/en-us/location/wa/des-moines/22644-pacific-hwy-s/5760.html,takeout,,2020/04/22 20:21:41.029+00,2020/04/24 19:41:09.058+00
-121.9855097,47.74355472,2635,edf06c2c-8b75-418f-8a33-f4db5b557bab,Duvall Vodka Factory (Flavored vodka & Hand sanitizer),"15922 Main St NE, Duvall WA 98019",425-484-9800,https://www.facebook.com/duvallvodka/,takeout,Hours: Fri-Sun 12:00 PM-6:00 PM,2020/04/22 20:23:18.059+00,2020/04/26 21:37:52.169+00
-121.985676,47.741058,2637,08fc3dab-09be-4cea-8f9a-6721f837ea88,"Grateful Bread (coffee, sandwiches, soup)","15602 Main St NE, Duvall WA 98019",425-788-0827,https://www.facebook.com/GratefulBreadDuvall/,takeout,Hours: Daily 8:00 AM-3:00 PM,2020/04/22 20:40:46.835+00,2020/04/22 20:40:46.835+00
-121.984893,47.72727,2638,50268d17-d976-46bb-8322-e473dbb49f8e,Happy At the Bay (Japanese),"14110 Main St NE, Duvall WA 98019",425-788-1754,https://www.facebook.com/pages/Happy-At-The-Bay/116442285050382,takeout,Hours: Mon-Sat 10:30 AM-9:00 PM,2020/04/22 20:43:45.189+00,2020/04/22 20:43:45.189+00
-122.246973,47.382354,2639,322be0ba-5bac-4865-8810-787ee9a391ca,Blinker ,"206 Washington Ave N, Kent, WA 98032",253-850-2337,https://www.facebook.com/pages/Blinker-Tavern/121351824546475,takeout,,2020/04/22 20:43:58.427+00,2020/04/26 00:08:37.927+00
-122.197743,47.416644,2640,91a07bfe-337c-4e8a-81bf-7d82b33858e5,Sidetrack,10700 SE 208th St. Suite 202,253-243-7602,,takeout,,2020/04/22 20:45:32.332+00,2020/04/22 20:45:32.332+00
-121.972725,47.70155847,2642,bc5ed7e1-5143-4181-87d1-2657c0165e84,"Hollyhock Farm (fresh meats, eggs, poultry, produce) Urban Farm","27311 NE 116th St, Duvall WA 98019",505-379-3856,https://www.facebook.com/hollyhockfarmnw/,takeout,Please visit their Facebook page for hours of operation.,2020/04/22 20:48:59.760+00,2020/04/22 20:48:59.760+00
-121.9860655,47.739078,2644,b86fc06e-ca28-4d73-8c98-e7dd1b6e7a60,Ixtapa Restaurant-Duvall (Mexican),"15329 Brown Ave NE, Duvall WA 98019",425-788-2235,https://www.ixtapaduvall.com/,"takeout,delivery",Hours: Daily 11:00 AM-7:30 PM,2020/04/22 21:11:27.457+00,2020/04/22 21:11:27.457+00
-121.9890379,47.70488561,2645,137b25dc-ded7-4406-84db-dff0a1d2f335,Local Roots Farmstand,"12400 262nd Ave NE, Duvall, WA 98019",(206) 218-9787,http://localrootsfarm.com/farm-stand/,takeout,"Little red farm stand just off 124th St.
Hours: Open daily from 9:00 AM until dusk",2020/04/22 21:15:20.815+00,2020/04/22 21:15:20.815+00
-122.5183352,47.16264777,2646,f6e1c3de-dad8-4b72-80e2-2b393e1622a8,Herfys burger #18,10417 gravelly lake dr sw,2535849959,,"takeout,third_party_delivery_service",,2020/04/22 21:20:14.243+00,2020/04/22 21:20:14.243+00
-121.988853,47.733381,2647,0e240c6b-d039-4313-83e1-bfd2c86153bc,Longevity Foods (organic jice bar & deli),"14701 Main St NE, Duvall, WA 98019",425-788-2332,https://www.facebook.com/LongevityFoods/,takeout,Hours: Tues-Fri 10:30 AM-5:30 PM Sat 11:00 AM-5:30 PM,2020/04/22 21:20:52.139+00,2020/04/22 21:20:52.139+00
-122.1926355,47.978802,2648,0ff7c089-ff3a-4f3c-8176-1903d2fadcb9,Terracotta Red,"2820 Hewitt Ave, Everett WA 98201",425-322-5132,https://www.terracottaredbistro.com,"takeout,curbside,third_party_delivery_service",Delivery available through DoorDash,2020/04/22 21:22:31.389+00,2020/04/22 21:22:31.389+00
-121.976433,47.693466,2649,6004d16b-743a-4008-8ed4-c46cf13b9430,Oxbow Farm & Conservation Center (organic farm) Organic CSA with U-pick starting on June 24th,"10819 Carnation Duvall Rd NE, Carnation, WA, 98014",425-788-1134,https://www.facebook.com/OxbowCenter/,"takeout,delivery",Please visit their Facebook page or website: http://www.oxbow.org/ for information on hours of operation.,2020/04/22 21:26:47.041+00,2020/04/22 21:26:47.041+00
-122.2061573,47.97917363,2650,69b67012-3d73-4ff7-83c8-da0e27b02092,Tony V's Garage Saloon and Eatery,"1716 Hewitt Ave, Everett WA 98201",425-374-3567,,"takeout,curbside",Make sure to catch live music at Tony V’s once the gathering ban is lifted. ,2020/04/22 21:29:12.727+00,2020/04/22 21:29:12.727+00
-121.9862954,47.72803223,2651,16e8da45-72b8-46ef-8772-710cf607bf52,Papa Murphy's Pizza - Duvall,"26304 NE Big Rock Rd, Duvall, WA, 98019",425-844-1370,https://order.papamurphys.com/menu/papa-murphys-big-rock,takeout,Hours: Mon-Thurs 11:00 AM-8:00 PM Fri-Sat 11:00 AM-9:00 PM,2020/04/22 21:30:17.454+00,2020/04/26 21:39:23.634+00
-122.2084992,47.98158361,2652,8f4c8255-1454-4bf3-8632-379a86702f88,Eight Ball Cafe,"2727 Colby Ave, Everett WA 98201",425-256-2050,,"takeout,curbside,third_party_delivery_service","Free delivery through DoorDash, Grub Hub and Uber Eats.",2020/04/22 21:31:10.515+00,2020/04/22 21:31:10.515+00
-122.2118685,47.980908,2653,da7dc4e0-9587-4970-8297-90fa901ada6e,Prestige Expresso,"2726 Rucker Ave, Everett WA 98201",425-512-9361,,"takeout,curbside",,2020/04/22 21:32:45.899+00,2020/04/22 21:32:45.899+00
-122.2014215,47.983905,2654,1e9b7160-3647-4e6f-88fc-ea8017210a93,Henry's Donuts,"2515 Broadway, Everett WA 98201",425-258-6887,,takeout,,2020/04/22 21:34:07.690+00,2020/04/22 21:34:07.690+00
-122.1943689,47.61420452,2655,1ce3deb8-34cc-4b30-847a-88b85f270a3f,The Organic Coup,10900 NE 4TH ST,,https://theorganiccoup.com/,"takeout,third_party_delivery_service",,2020/04/22 21:38:10.252+00,2020/04/22 21:38:10.252+00
-121.9853857,47.7429092,2656,e7b6c1c0-a94d-4c5a-8d3e-c6c44e475ec1,Pho Thailand (Thai),"15820 Main St NE, Duvall WA 98019",425-844-3050,https://www.facebook.com/phothailand/,takeout,Hours: Mon-Sat 11:00 AM-7:00 PM,2020/04/22 21:38:33.338+00,2020/04/26 21:37:33.158+00
-122.2014275,47.38933611,2657,44547f80-2486-4481-882a-dc11dd63fb23,Magic Flavors,23636 104th Ave SE,253-981-65908,http://www.magic-flavors.com,"takeout,curbside,delivery,third_party_delivery_service","10 am - 7 pm
",2020/04/22 21:40:00.553+00,2020/04/22 21:40:00.553+00
